transactionid,vehicleid,soldprice,odometerkm,conditiongrade,modelyear,msrp,weight,VIC,SUV,FWD,Audi_Benz,BMW,Ford,Holden,Hyundai,soldyear,yr_diff,turbo,large,medium,luxury,engine_vol,cyliner,diesel,NAmerica,Europe,Asian
5643984,3204,39500,26700,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2,1,0,1,1,1.5,4,0,0,0,0
5646326,3204,41500,17377,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2,1,0,1,1,1.5,4,0,0,0,0
5650363,3204,41500,13396,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2,1,0,1,1,1.5,4,0,0,0,0
5652132,3204,40500,23510,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2,1,0,1,1,1.5,4,0,0,0,0
5731189,3204,43500,20644,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2.5,1,0,1,1,1.5,4,0,0,0,0
6061928,3204,46250,17782,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2.5,1,0,1,1,1.5,4,0,0,0,0
6071090,3204,43500,2210,1,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2.5,1,0,1,1,1.5,4,0,0,0,0
6074511,3204,47000,18908,2,2018,63400,1505,1,0,0,1,0,0,0,0,2020,2.5,1,0,1,1,1.5,4,0,0,0,0
6189744,3204,44500,57836,2,2018,63400,1505,1,0,0,1,0,0,0,0,2021,3,1,0,1,1,1.5,4,0,0,0,0
6047127,3205,47500,8642,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1,1,0,1,1,2,4,0,0,0,0
6048634,3205,43500,9353,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6048675,3205,43500,19012,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6048685,3205,42000,24924,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6048879,3205,43000,11847,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6049074,3205,43000,13855,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6049317,3205,43500,21763,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6049340,3205,42000,22015,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6049443,3205,42500,19602,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6051069,3205,43000,14126,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6051317,3205,42500,11266,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6052650,3205,43500,15981,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6052743,3205,42000,20533,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6053135,3205,45000,8713,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6053154,3205,45000,7847,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6054949,3205,44000,10921,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6057918,3205,49000,16794,1,2019,64500,1505,1,0,0,1,0,0,0,0,2021,2,1,0,1,1,2,4,0,0,0,0
6057921,3205,44500,9867,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6059057,3205,43500,12319,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6059790,3205,42500,10224,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6059801,3205,43000,12388,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6060320,3205,48000,11578,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6060462,3205,43500,12534,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6087564,3205,52500,7122,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6092018,3205,53500,4754,1,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6121026,3205,56000,9101,2,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6165536,3205,61500,13811,2,2019,64500,1505,1,0,0,1,0,0,0,0,2020,1.5,1,0,1,1,2,4,0,0,0,0
6191458,3205,62500,4165,1,2019,64500,1505,1,0,0,1,0,0,0,0,2021,2,1,0,1,1,2,4,0,0,0,0
6207659,3205,63500,9997,1,2019,64500,1505,1,0,0,1,0,0,0,0,2021,2,1,0,1,1,2,4,0,0,0,0
5281813,11852,32000,8196,2,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5281829,11852,34000,1705,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5281830,11852,32250,7087,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5315429,11852,31750,14493,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5315430,11852,34000,7595,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5315468,11852,33750,8515,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5315523,11852,33250,7174,2,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5315541,11852,34250,5959,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5351162,11852,33000,5068,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5351168,11852,33250,5760,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5351169,11852,32500,8730,2,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5351170,11852,33000,9839,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5351172,11852,33100,8486,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5351173,11852,32000,8095,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5351176,11852,34250,5779,2,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5351177,11852,32500,6891,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390167,11852,33500,4895,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5390195,11852,32750,6697,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5390199,11852,32800,6427,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390201,11852,32250,7037,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390206,11852,32500,10641,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390228,11852,32250,7931,2,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5390265,11852,32000,8212,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5390283,11852,33000,10046,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390289,11852,33250,4692,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5390291,11852,32000,13249,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5390294,11852,32900,5027,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390304,11852,31750,9068,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390306,11852,31400,8956,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390333,11852,33000,7669,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390334,11852,33200,9687,1,2018,44790,1600,1,1,1,0,0,0,0,0,2018,.5,0,0,1,0,2.5,4,0,0,0,1
5390343,11852,32250,12591,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390351,11852,32500,6558,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390365,11852,32750,8002,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390377,11852,33000,12526,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390380,11852,31500,7250,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390382,11852,31500,11988,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390435,11852,32250,8696,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390446,11852,33250,4326,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390453,11852,33000,7595,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5390463,11852,34750,5286,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5395557,11852,33500,7759,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5395735,11852,33000,6721,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5395745,11852,33500,3576,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5397910,11852,32750,9099,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5401132,11852,33750,8466,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5401144,11852,33500,7978,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5403404,11852,31250,8570,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5404277,11852,32250,8339,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5406099,11852,32500,7040,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5406116,11852,33000,6807,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5406960,11852,33500,5378,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5406961,11852,33250,7063,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5406964,11852,33000,7725,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5409965,11852,33000,5272,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5409976,11852,32250,6425,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5410848,11852,31500,6391,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5410860,11852,33500,9219,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5411831,11852,32500,8582,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5411832,11852,32750,8740,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5411835,11852,32750,9814,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411841,11852,32500,7467,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411857,11852,32000,5158,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411893,11852,31750,5626,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411895,11852,33250,8035,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411899,11852,33250,8508,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411900,11852,32500,8996,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411902,11852,32250,11542,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5411911,11852,33000,5244,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411939,11852,31250,7916,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5411945,11852,32250,6211,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5412028,11852,32500,5781,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5412977,11852,32750,11572,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5414805,11852,33000,7304,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5415643,11852,32750,9711,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5417524,11852,31750,10905,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5418401,11852,33500,8978,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5425276,11852,32250,7342,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5426249,11852,31750,2640,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5427107,11852,33750,9858,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5427120,11852,32750,5321,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5430094,11852,32750,11064,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5432048,11852,30250,18829,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5432945,11852,32500,8107,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5432946,11852,32250,5500,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5432957,11852,32250,5503,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5435200,11852,31500,6215,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5435206,11852,32250,8623,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5435777,11852,32700,4719,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5435808,11852,31900,5213,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5437230,11852,33750,10761,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5438877,11852,32750,6252,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5443381,11852,33500,5334,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5443459,11852,33250,7603,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5450807,11852,35000,4659,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5450828,11852,33000,6626,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5451845,11852,33600,9273,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5453644,11852,34000,11241,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5455436,11852,33250,7402,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5457619,11852,34500,4116,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5458728,11852,33250,8666,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5458752,11852,33500,7388,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5459660,11852,33250,5126,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5459678,11852,32000,4926,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5459683,11852,33250,5544,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5459692,11852,33750,5943,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5460857,11852,33750,9791,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5464171,11852,33750,10793,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5464173,11852,33500,3894,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5464212,11852,34000,7777,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5467552,11852,34000,7572,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5467559,11852,33500,9787,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5468862,11852,32700,7642,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5478273,11852,33100,7946,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5478274,11852,33500,8349,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5478277,11852,34500,6238,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5478288,11852,33100,6606,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5479377,11852,34250,6186,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5481604,11852,32500,10162,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5481607,11852,35250,8796,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5481608,11852,33750,9526,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5481620,11852,33600,7922,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5483811,11852,32500,10140,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5485629,11852,34250,7467,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5485630,11852,34250,6602,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5485631,11852,34250,6683,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5485641,11852,32000,9982,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5488607,11852,35500,5521,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5489716,11852,31300,8337,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5489795,11852,27500,4767,3,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5501768,11852,33750,8568,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5505472,11852,35250,7073,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5505473,11852,35500,8773,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5510343,11852,34250,8150,3,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5510344,11852,35500,8411,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5510352,11852,31000,2469,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5511435,11852,34750,4837,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5512510,11852,33300,5278,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5512513,11852,34500,8890,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5513776,11852,34250,7571,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5513778,11852,33500,6684,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5513781,11852,35000,8372,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5516966,11852,34750,8633,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5518120,11852,35500,6954,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5518130,11852,34000,8926,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5522425,11852,33750,9600,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5522431,11852,34500,8050,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5522532,11852,32250,3884,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1,0,0,1,0,2.5,4,0,0,0,1
5523675,11852,35500,6828,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5523677,11852,35000,7074,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5523686,11852,34250,8808,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5525893,11852,35250,6272,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5525895,11852,34500,7835,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5525896,11852,31500,5530,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5525901,11852,34500,4558,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5527237,11852,33000,7641,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5527244,11852,33250,8256,2,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5528492,11852,35000,7567,2,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5529630,11852,32500,8626,2,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5529677,11852,34750,7728,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5530911,11852,31000,7697,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5533468,11852,34200,7885,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5536930,11852,33500,8820,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5541858,11852,33000,6021,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
5542950,11852,34750,8608,1,2018,44790,1600,1,1,1,0,0,0,0,0,2020,2,0,0,1,0,2.5,4,0,0,0,1
5542951,11852,34250,9510,1,2018,44790,1600,1,1,1,0,0,0,0,0,2019,1.5,0,0,1,0,2.5,4,0,0,0,1
