transactionid,vehicleid,soldprice,odometerkm,conditiongrade,modelyear,msrp,weight,VIC,SUV,FWD,Audi_Benz,BMW,Ford,Holden,Hyundai,soldyear,yr_diff,turbo,large,medium,luxury,engine_vol,cyliner,diesel,NAmerica,Europe,Asian
5696995,32949,37000,6447,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5696999,32949,33000,6007,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5698937,32949,34500,8793,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5702402,32949,33000,8183,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5702445,32949,33500,4140,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5710674,32949,34000,9699,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
5732429,32949,36000,4232,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
6051807,32949,29000,10855,1,2018,55900,1460,1,1,0,0,1,0,0,0,2020,2,1,0,0,1,2,4,0,0,1,0
6053407,32950,39000,6643,2,2019,49500,1415,1,1,0,0,1,0,0,0,2020,1.5,1,0,0,1,1.5,3,0,0,1,0
6182666,32950,44000,1240,1,2019,49500,1415,1,1,0,0,1,0,0,0,2021,2,1,0,0,1,1.5,3,0,0,1,0
5537061,33688,35750,5542,1,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5548375,33688,35750,960,4,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5548954,33688,39000,4366,1,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5559347,33688,40000,14761,1,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5564617,33688,40500,725,1,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5568744,33688,40000,9783,2,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
5588426,33688,39000,11186,1,2018,54190,2384,1,1,1,0,0,1,0,0,2019,1.5,1,1,0,0,3.2,5,1,0,0,1
6160456,33688,46250,9457,2,2018,54190,2384,1,1,1,0,0,1,0,0,2020,2.5,1,1,0,0,3.2,5,1,0,0,1
5567826,33701,12000,42827,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5607771,33701,13490,51209,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5612211,33701,12990,43332,3,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5623455,33701,12790,42036,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5623456,33701,12990,42745,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5623457,33701,12990,41796,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5627436,33701,12625,42223,1,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5631793,33701,13960,48437,1,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5635705,33701,12700,46311,3,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5669886,33701,12890,44603,2,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5672715,33701,11200,41220,2,2018,22740,1283,0,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5677982,33701,11500,44845,1,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5688149,33701,12799,43732,2,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5688150,33701,12899,46473,2,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5688151,33701,12899,39438,1,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5688152,33701,12899,40132,1,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5688154,33701,12899,39462,1,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
5692307,33701,12500,41360,1,2018,22740,1283,1,0,0,0,0,0,1,0,2019,1.5,1,0,0,0,1.4,4,0,0,0,1
5692308,33701,12985,35896,2,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
6011867,33701,12500,37267,1,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
6028580,33701,11500,42733,1,2018,22740,1283,0,0,0,0,0,0,1,0,2020,2.5,1,0,0,0,1.4,4,0,0,0,1
6030897,33701,12500,44573,2,2018,22740,1283,1,0,0,0,0,0,1,0,2020,2,1,0,0,0,1.4,4,0,0,0,1
6058592,35359,95500,2707,1,2019,103432,1855,1,1,1,1,0,0,0,0,2020,1,1,0,1,1,3,6,0,0,1,0
6058643,35359,88000,2443,1,2019,103432,1855,1,1,1,1,0,0,0,0,2020,1,1,0,1,1,3,6,0,0,1,0
6109128,35359,91250,3366,1,2019,103432,1855,1,1,1,1,0,0,0,0,2020,1.5,1,0,1,1,3,6,0,0,1,0
6117605,35359,99500,2285,2,2019,103432,1855,1,1,1,1,0,0,0,0,2020,1.5,1,0,1,1,3,6,0,0,1,0
5423300,37981,33000,1421,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1,1,0,0,1,2,4,1,0,1,0
5440025,37981,34500,3183,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1,1,0,0,1,2,4,1,0,1,0
5455743,37981,34500,3742,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1,1,0,0,1,2,4,1,0,1,0
5519606,37981,39000,9826,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1,1,0,0,1,2,4,1,0,1,0
5549700,37981,38500,5842,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5557486,37981,36500,5644,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5558660,37981,34500,4523,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5558702,37981,35000,1051,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5566683,37981,37000,2525,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5567820,37981,37500,3079,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5568761,37981,36500,4164,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5570590,37981,35000,3540,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5578301,37981,36500,5583,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5586597,37981,38000,2324,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5599982,37981,38500,6064,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5602272,37981,36000,1611,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5603506,37981,36000,5910,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5604055,37981,34990,6553,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5608591,37981,34990,3146,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5614572,37981,36500,2782,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5614658,37981,37100,6139,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5615579,37981,38500,4682,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5630129,37981,36500,6262,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5644670,37981,38000,5812,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5651395,37981,38000,1070,2,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5660320,37981,39000,2124,1,2018,49900,1470,1,1,0,0,1,0,0,0,2019,1.5,1,0,0,1,2,4,1,0,1,0
5609720,38597,42500,10376,1,2019,57990,2066,1,1,1,0,0,1,0,0,2019,.5,1,0,1,0,2,4,1,1,0,0
5612776,38597,42750,2975,1,2019,57990,2066,1,1,1,0,0,1,0,0,2019,.5,1,0,1,0,2,4,1,1,0,0
5618454,38597,42000,1524,1,2019,57990,2066,1,1,1,0,0,1,0,0,2019,.5,1,0,1,0,2,4,1,1,0,0
6024182,38597,38000,12067,2,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6031267,38597,40250,1545,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1,1,0,1,0,2,4,1,1,0,0
6034687,38597,38500,16555,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6035986,38597,37500,8656,2,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6044456,38597,41250,6176,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6099533,38597,43250,6227,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6105315,38597,44250,711,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6105599,38597,44250,11611,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6115983,38597,42250,1442,1,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6145866,38597,42750,6731,2,2019,57990,2066,1,1,1,0,0,1,0,0,2020,1.5,1,0,1,0,2,4,1,1,0,0
6149248,38597,44500,13539,2,2019,57990,2066,1,1,1,0,0,1,0,0,2021,2,1,0,1,0,2,4,1,1,0,0
5583828,38664,38900,7456,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5583887,38664,38500,17607,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5583891,38664,43500,12231,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5583905,38664,38900,5378,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5583924,38664,38000,7744,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5653807,38664,39100,10868,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5653838,38664,42000,9000,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5653939,38664,39000,25919,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5654054,38664,41250,8095,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5654207,38664,39250,7456,1,2019,53490,1881,1,1,0,0,0,0,1,0,2019,.5,0,1,0,0,3.6,6,0,1,0,0
5654294,38664,31400,5819,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5654463,38664,40250,7437,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5654599,38664,39500,16595,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5672985,38664,42000,5220,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5673020,38664,39750,8481,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5673083,38664,29750,9707,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5673085,38664,35250,46020,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673102,38664,35000,33643,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673103,38664,35000,53727,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673130,38664,33750,60514,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673149,38664,39750,8671,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673222,38664,39250,12117,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673226,38664,38750,10129,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673227,38664,36750,32364,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673269,38664,35750,35141,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673325,38664,39250,12192,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673367,38664,33600,54971,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673411,38664,35000,42984,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5673412,38664,35000,31869,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5689703,38664,42000,590,1,2019,53490,1881,1,1,0,0,0,0,1,0,2019,.5,0,1,0,0,3.6,6,0,1,0,0
5714153,38664,35500,52380,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714154,38664,35750,35390,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714155,38664,36250,23900,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714156,38664,30700,13187,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714157,38664,36500,30331,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714158,38664,30400,11037,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714160,38664,35250,28969,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714166,38664,29250,26698,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714168,38664,39500,2846,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714173,38664,37250,22098,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714174,38664,35250,39272,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714175,38664,34250,49225,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714176,38664,39000,17366,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714177,38664,30500,12420,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714178,38664,30100,16177,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714179,38664,35750,30785,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714181,38664,31500,11844,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714182,38664,36750,29030,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714183,38664,36250,27294,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714184,38664,33450,64392,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714185,38664,37000,19329,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714186,38664,28000,30728,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714187,38664,35500,32934,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714188,38664,39500,4881,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714189,38664,38750,7981,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714192,38664,29500,18834,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714193,38664,36500,52268,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714205,38664,37500,19271,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714207,38664,37000,18485,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714209,38664,33000,12187,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714210,38664,32000,21435,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714211,38664,37750,18601,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714212,38664,37500,20275,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714217,38664,29500,28254,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714219,38664,30500,16396,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
5714220,38664,38000,12417,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714221,38664,37000,15414,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714228,38664,36750,30757,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714229,38664,35000,34672,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714230,38664,32750,9348,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714232,38664,35250,31531,2,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714233,38664,43000,5017,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5714234,38664,40500,4886,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5728356,38664,38250,1701,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
6014831,38664,33000,10170,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1,0,1,0,0,3.6,6,0,1,0,0
6021915,38664,36750,10660,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6025393,38664,38250,3674,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6025406,38664,39750,5693,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6025429,38664,41500,6309,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6039255,38664,31800,12538,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6046931,38664,35750,30470,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
6059492,38664,38500,5972,1,2019,53490,1881,1,1,0,0,0,0,1,0,2020,1.5,0,1,0,0,3.6,6,0,1,0,0
5579904,38665,49500,15878,2,2018,63490,1938,1,1,0,0,0,0,1,0,2019,1.5,0,1,0,0,3.6,6,0,1,0,0
5579910,38665,51250,13660,1,2018,63490,1938,1,1,0,0,0,0,1,0,2019,1.5,0,1,0,0,3.6,6,0,1,0,0
5579917,38665,49500,10788,1,2018,63490,1938,1,1,0,0,0,0,1,0,2020,2,0,1,0,0,3.6,6,0,1,0,0
5644319,38665,51000,6974,1,2018,63490,1938,1,1,0,0,0,0,1,0,2019,1.5,0,1,0,0,3.6,6,0,1,0,0
5644707,38665,51100,7953,1,2018,63490,1938,1,1,0,0,0,0,1,0,2019,1.5,0,1,0,0,3.6,6,0,1,0,0
5646814,38665,49900,12698,2,2018,63490,1938,1,1,0,0,0,0,1,0,2019,1.5,0,1,0,0,3.6,6,0,1,0,0
6025963,38665,31500,52980,1,2018,63490,1938,1,1,0,0,0,0,1,0,2020,2,0,1,0,0,3.6,6,0,1,0,0
6084004,38665,46500,25287,2,2018,63490,1938,1,1,0,0,0,0,1,0,2020,2.5,0,1,0,0,3.6,6,0,1,0,0
6132031,38665,50750,4337,2,2018,63490,1938,1,1,0,0,0,0,1,0,2020,2.5,0,1,0,0,3.6,6,0,1,0,0
5457589,38669,28250,5214,2,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5483817,38669,29000,9869,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5488587,38669,27750,9006,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5488608,38669,27250,8763,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5488610,38669,28500,8975,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5488613,38669,27750,13542,2,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5489707,38669,29250,10433,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5489708,38669,28000,8647,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5489718,38669,28000,11129,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5490938,38669,29500,7477,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5492249,38669,28250,6203,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5494407,38669,28750,4942,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5503000,38669,28500,5534,2,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5503020,38669,28500,9839,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5504252,38669,29000,8212,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5504259,38669,29750,4989,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5505558,38669,29250,8055,2,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5506811,38669,28000,3588,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508040,38669,29500,8908,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508041,38669,28750,4215,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508042,38669,28000,8818,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508058,38669,27750,7863,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508060,38669,29750,6243,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5508063,38669,28000,5331,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5513780,38669,27250,6036,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5514945,38669,29000,7595,2,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5516958,38669,29250,4646,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5516965,38669,29000,7368,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
5518129,38669,28500,9896,1,2019,37700,1531,1,1,0,0,0,0,0,0,2019,.5,0,0,1,0,2.5,4,0,0,0,1
